Gene,Subset,Contrast,log2FC,Pr(>|t|),FDR
P3H3,Glioma,High - Low,1.134002274,0.059080668,0.115093466
PLK4,Glioma,High - Low,0.861040464,0.106239274,0.179182123
ADAM28,Glioma,High - Low,-0.724139121,0.154960959,0.240078551
C11orf58,Glioma,High - Low,0.600452162,0.000511819,0.005607739
IL1RAPL1,Glioma,High - Low,0.104475336,0.832316974,0.876500132
MGAT4B,Glioma,High - Low,0.675287889,0.058070254,0.113534052
HSPA4L,Glioma,High - Low,0.924397545,0.07927366,0.144156948
DNAJC8,Glioma,High - Low,0.580319952,0.045175075,0.094394711
HABP4,Glioma,High - Low,0.748194105,0.169667127,0.257261343
EXOSC2,Glioma,High - Low,1.549041558,0.001256813,0.009234257
TDRD7,Glioma,High - Low,0.714329647,0.243087956,0.34224417
CBX6,Glioma,High - Low,0.21413751,0.398946176,0.502927237
NPTXR,Glioma,High - Low,-0.03090128,0.951433832,0.965668462
TRAM1,Glioma,High - Low,0.38261465,0.188586033,0.279949765
CAPN7,Glioma,High - Low,0.721541949,0.00057091,0.005925325
ETHE1,Glioma,High - Low,0.624213831,0.051193411,0.10343755
QPRT,Glioma,High - Low,0.787278491,0.181104872,0.270840216
BRD4,Glioma,High - Low,0.907090726,3.99E-07,0.000179991
SEC11A,Glioma,High - Low,1.095624245,0.01381739,0.041032227
ISCU,Glioma,High - Low,0.026897703,0.913534761,0.937595879
RTCB,Glioma,High - Low,0.883565377,0.018050556,0.049246911
RASD2,Glioma,High - Low,-0.099773087,0.83950159,0.881725839
VSIG2,Glioma,High - Low,0.333806453,0.486643444,0.585519446
TMEM50A,Glioma,High - Low,1.060118109,0.010302757,0.033875942
DDX58,Glioma,High - Low,0.631430673,0.179873449,0.269521981
KLHDC2,Glioma,High - Low,0.509743981,0.020093483,0.053169761
PDSS1,Glioma,High - Low,1.525611477,0.00015952,0.00316454
LEMD3,Glioma,High - Low,0.505168157,0.008011557,0.028589621
HEBP2,Glioma,High - Low,0.165543428,0.582512671,0.671908942
PATZ1,Glioma,High - Low,1.159209254,0.001721629,0.011038827
DAPK2,Glioma,High - Low,-0.773413434,0.074779356,0.137938308
EDC4,Glioma,High - Low,0.910294722,0.001628782,0.010625635
PPP1R15A,Glioma,High - Low,-0.140779122,0.759820758,0.821226117
SLC7A11,Glioma,High - Low,0.675926105,0.084707649,0.151389196
CADM1,Glioma,High - Low,2.026757468,0.001706268,0.010972574
FRRS1L,Glioma,High - Low,-0.203811074,0.785298464,0.841056261
IL17RA,Glioma,High - Low,0.439730458,0.176469739,0.265637882
MTCH1,Glioma,High - Low,0.420721076,0.019754172,0.05244148
MTCH2,Glioma,High - Low,0.332611455,0.17774919,0.267188122
CLDN15,Glioma,High - Low,2.362069825,0.000487281,0.005490372
FJX1,Glioma,High - Low,1.271001799,0.017707342,0.048583871
ZNF318,Glioma,High - Low,1.764920812,4.89E-05,0.001774298
ZNF324,Glioma,High - Low,0.313536388,0.379272095,0.483808412
SULT4A1,Glioma,High - Low,-1.759729466,0.008248336,0.029211648
CLEC4E,Glioma,High - Low,0.719613384,0.208677235,0.302973059
HIBCH,Glioma,High - Low,0.468169987,0.007937639,0.028428445
SACS,Glioma,High - Low,1.26700477,0.019196122,0.051392857
GNL3,Glioma,High - Low,1.079623293,0.000317396,0.004439808
FAM162A,Glioma,High - Low,0.519317806,0.067925102,0.127800751
PTPN18,Glioma,High - Low,0.580274108,0.182831375,0.272954526
SRPK3,Glioma,High - Low,0.331761616,0.507516009,0.605198013
AKAP8L,Glioma,High - Low,1.597578701,0.000398462,0.004935364
RNF11,Glioma,High - Low,0.255990383,0.123529106,0.200940065
GPR160,Glioma,High - Low,0.592616418,0.1620443,0.248319993
DNAJC2,Glioma,High - Low,1.082208373,0.063710838,0.121623429
MLH3,Glioma,High - Low,1.353350229,0.018172304,0.049506861
ACAD8,Glioma,High - Low,0.863015721,0.000593645,0.006062861
UTP25,Glioma,High - Low,0.916361456,0.105670877,0.178361325
SND1,Glioma,High - Low,0.919350259,0.003042459,0.015506
STAU2,Glioma,High - Low,0.245428526,0.216270172,0.311681382
VPS41,Glioma,High - Low,0.701841781,0.000443705,0.005252646
TSPAN13,Glioma,High - Low,0.690489801,0.105196871,0.17772163
UQCRQ,Glioma,High - Low,0.684947587,0.000318712,0.004453461
CACNG4,Glioma,High - Low,2.589449552,0.001583842,0.010483945
EIF2AK1,Glioma,High - Low,0.725514757,0.004297588,0.019112878
ZBTB11,Glioma,High - Low,1.252110604,0.002849338,0.014919739
AFF4,Glioma,High - Low,0.895454068,0.001140379,0.00888664
INVS,Glioma,High - Low,0.245744493,0.426647333,0.529672651
SNX5,Glioma,High - Low,0.730454998,0.000324671,0.004466889
SIGLEC8,Glioma,High - Low,-0.223123658,0.702793398,0.775138906
SERP1,Glioma,High - Low,0.530659617,0.026194307,0.063818767
GPR162,Glioma,High - Low,1.294290583,0.089476189,0.157659053
TNFRSF21,Glioma,High - Low,1.224487413,0.004330462,0.019219911
CHMP2A,Glioma,High - Low,1.374838611,0.000128583,0.00288276
SESN1,Glioma,High - Low,0.095271379,0.850851847,0.890547366
RNF115,Glioma,High - Low,0.673970531,0.009140349,0.031361347
PDCD4,Glioma,High - Low,0.160166968,0.464331857,0.564694131
KLHL20,Glioma,High - Low,0.982230045,0.000759353,0.007009054
CSDC2,Glioma,High - Low,0.477139597,0.390835639,0.495361841
LSM1,Glioma,High - Low,0.456799049,0.090746083,0.159386302
TEKT2,Glioma,High - Low,0.847351517,0.163146153,0.24972979
RND1,Glioma,High - Low,-0.211841514,0.683175883,0.759083489
DIMT1,Glioma,High - Low,1.154576227,5.21E-05,0.001823385
PDLIM3,Glioma,High - Low,0.6897806,0.044960883,0.094037195
ZNF544,Glioma,High - Low,1.282631787,0.004898462,0.020683214
APEX2,Glioma,High - Low,0.108505672,0.861203811,0.897678648
MOCS3,Glioma,High - Low,-0.042975377,0.849853209,0.889885482
HPGDS,Glioma,High - Low,-0.06844413,0.861765598,0.898121227
ZNF330,Glioma,High - Low,1.798058346,4.75E-05,0.001743105
RAB30,Glioma,High - Low,0.952534527,0.143390526,0.225894857
PGAP2,Glioma,High - Low,0.599045055,0.012852601,0.039161999
FOXP2,Glioma,High - Low,0.930559351,0.059285652,0.115355482
TNRC6A,Glioma,High - Low,0.78607188,0.001573188,0.01044252
ZNF638,Glioma,High - Low,0.911055267,0.007127204,0.026502836
GOLIM4,Glioma,High - Low,0.999779458,0.016794802,0.046915799
HTATSF1,Glioma,High - Low,0.480221252,0.017170126,0.047699651
UBE2S,Glioma,High - Low,1.009039148,0.054449696,0.108076089
PRPF19,Glioma,High - Low,0.804464248,0.01065628,0.0346689
UTP20,Glioma,High - Low,0.836458712,0.181801662,0.271665049
TOR1B,Glioma,High - Low,0.926257991,0.006530111,0.025042716
MCAT,Glioma,High - Low,0.962703463,0.077714633,0.14183408
APOBEC3C,Glioma,High - Low,0.546825964,0.303861809,0.407516142
PCLO,Glioma,High - Low,-1.269200206,0.003718625,0.017376144
KIR2DS1,Glioma,High - Low,0.581076455,0.372996136,0.477804364
CNOT2,Glioma,High - Low,1.111634262,0.001124692,0.008838894
CNOT3,Glioma,High - Low,0.203956703,0.21817324,0.314043781
ZNF232,Glioma,High - Low,0.86047239,0.097427845,0.168066242
MYBBP1A,Glioma,High - Low,1.627677899,0.002420519,0.013440239
SH3BP4,Glioma,High - Low,0.719195089,0.172304531,0.260445997
TMOD3,Glioma,High - Low,0.670259906,0.287603184,0.390460082
TRPM5,Glioma,High - Low,-1.316835769,0.013942067,0.041284992
TRAPPC2,Glioma,High - Low,0.533477974,0.29984945,0.40315556
OR1D5,Glioma,High - Low,0.615922585,0.301042689,0.404510666
ZKSCAN5,Glioma,High - Low,0.425115111,0.07172639,0.133548582
LATS2,Glioma,High - Low,0.779661049,0.061927284,0.119063568
TMEM97,Glioma,High - Low,1.619168522,0.001207569,0.009061784
BRD1,Glioma,High - Low,1.227896331,0.054571067,0.108273826
SLC2A8,Glioma,High - Low,1.085654074,0.083558717,0.149990989
SLC40A1,Glioma,High - Low,0.707884156,0.199236239,0.292443955
SOX8,Glioma,High - Low,2.021596064,0.01620327,0.045830505
ZNF354C,Glioma,High - Low,0.469654894,0.041371768,0.088365506
DNTTIP2,Glioma,High - Low,0.808804341,0.039861505,0.086065893
MAGED2,Glioma,High - Low,0.814496917,0.001758771,0.011185026
EHD3,Glioma,High - Low,0.176095371,0.772205684,0.831181275
EHD2,Glioma,High - Low,1.830315839,0.001407569,0.009730362
PIK3R4,Glioma,High - Low,0.562170727,0.130030003,0.209175923
CDR2L,Glioma,High - Low,0.703266886,0.118217244,0.19435188
TAX1BP3,Glioma,High - Low,1.927032797,0.002172405,0.012702648
UBXN4,Glioma,High - Low,0.564080899,0.002858788,0.014942162
MDN1,Glioma,High - Low,0.370297459,0.087031809,0.154479442
FAF2,Glioma,High - Low,1.03863202,0.010571367,0.03450475
PSME4,Glioma,High - Low,0.449870531,0.076959635,0.140907915
ATP11B,Glioma,High - Low,0.980798891,0.002834559,0.014904769
BRINP1,Glioma,High - Low,0.588564118,0.230412778,0.328024346
GRIK4,Glioma,High - Low,1.279409387,0.023016288,0.058265552
HOXC4,Glioma,High - Low,1.231675609,0.059277378,0.115355482
HOXD4,Glioma,High - Low,-0.240330883,0.722009298,0.790838284
MEA1,Glioma,High - Low,0.704055168,0.004203346,0.018853855
S100A6,Glioma,High - Low,0.018845276,0.964592074,0.974942414
MAD2L1BP,Glioma,High - Low,1.733411061,0.000533669,0.005713274
ARHGEF10,Glioma,High - Low,0.397496211,0.271351911,0.372903299
ZNF592,Glioma,High - Low,0.51515547,0.008084774,0.028772477
SH3PXD2A,Glioma,High - Low,-0.756060643,0.083202703,0.149556972
CTR9,Glioma,High - Low,0.740113911,0.018737666,0.05057876
PPM1F,Glioma,High - Low,0.673106988,0.003100162,0.015635756
PLCH2,Glioma,High - Low,-1.124656018,0.122511441,0.19978108
TTC37,Glioma,High - Low,0.755285009,1.20E-06,0.000307541
TTLL4,Glioma,High - Low,0.967667026,0.04528332,0.094560528
MDC1,Glioma,High - Low,0.804021869,0.029063835,0.068741573
LPIN2,Glioma,High - Low,0.246051947,0.363964176,0.468803045
DZIP3,Glioma,High - Low,0.854092259,0.002197217,0.01278017
SAFB2,Glioma,High - Low,1.013706062,4.58E-08,5.99E-05
ZNF432,Glioma,High - Low,0.245992251,0.275204539,0.377303983
IPO13,Glioma,High - Low,0.129709043,0.708772784,0.780353352
WSCD2,Glioma,High - Low,0.219986538,0.725380159,0.793698147
SDC3,Glioma,High - Low,0.601551314,0.056654788,0.111211565
SLC25A44,Glioma,High - Low,0.859815989,0.014824276,0.043276309
TTI1,Glioma,High - Low,1.00509649,0.000972248,0.008128762
PHF14,Glioma,High - Low,1.201641694,0.013365362,0.040182016
FAM53B,Glioma,High - Low,0.033294055,0.89464439,0.923201372
KDM4A,Glioma,High - Low,0.648079661,0.004353252,0.019268807
GREB1,Glioma,High - Low,0.237536519,0.622749449,0.708056126
NUP93,Glioma,High - Low,0.808160739,0.041542412,0.088643219
UBE3C,Glioma,High - Low,1.355014088,0.00350431,0.016812724
PRORP,Glioma,High - Low,1.04613868,0.001064384,0.008529957
EMC2,Glioma,High - Low,0.264396744,0.264100688,0.365188134
EDEM1,Glioma,High - Low,0.7156439,0.057019258,0.111855186
CROCC,Glioma,High - Low,0.196723387,0.582388387,0.671883968
RIMS2,Glioma,High - Low,-0.206568456,0.730963556,0.797874601
CEP57,Glioma,High - Low,1.784442822,0.000113805,0.002697716
KIAA0100,Glioma,High - Low,0.878063767,1.53E-05,0.001058184
ST18,Glioma,High - Low,-0.314431111,0.6413275,0.723558893
ULK2,Glioma,High - Low,0.591164753,0.305943748,0.409750562
GARRE1,Glioma,High - Low,1.682734937,0.010801318,0.034910306
USP6NL,Glioma,High - Low,0.136499464,0.537107765,0.631837553
DOCK10,Glioma,High - Low,-0.295351411,0.236368129,0.334895348
AQR,Glioma,High - Low,1.238579938,0.014874385,0.043377767
SEC14L5,Glioma,High - Low,-1.379281676,0.023730588,0.059567597
ADAMTSL2,Glioma,High - Low,-0.034871015,0.950003199,0.964629584
NOS1AP,Glioma,High - Low,0.032166361,0.93250866,0.952143483
TMEM63A,Glioma,High - Low,-0.054368645,0.917052452,0.940174439
CEP104,Glioma,High - Low,0.755118176,0.100832554,0.172192595
DOCK4,Glioma,High - Low,0.250058684,0.238542954,0.33724683
SART3,Glioma,High - Low,1.370664043,0.000216455,0.003589576
HDAC9,Glioma,High - Low,1.186819096,0.048532972,0.099489933
KNTC1,Glioma,High - Low,1.039354341,0.011720866,0.036836605
USP34,Glioma,High - Low,0.532751424,0.007374387,0.027108741
CCP110,Glioma,High - Low,0.370024453,0.301900647,0.405497043
SETD1A,Glioma,High - Low,1.016336911,0.026554636,0.064429747
LAPTM4A,Glioma,High - Low,0.803678352,0.031804576,0.073481086
IFT140,Glioma,High - Low,1.050138627,0.006753499,0.025533803
ZNF536,Glioma,High - Low,0.036025003,0.963822539,0.974465522
CLSTN3,Glioma,High - Low,0.135227333,0.748937585,0.81207783
RIPOR2,Glioma,High - Low,0.475671053,0.420838869,0.524141639
SNPH,Glioma,High - Low,0.391094058,0.436424038,0.538862686
STARD8,Glioma,High - Low,-0.023267374,0.969075149,0.978114471
TBKBP1,Glioma,High - Low,1.177334636,0.007727968,0.027912355
KMT2B,Glioma,High - Low,0.934705945,0.030942436,0.072048607
FRMPD4,Glioma,High - Low,-0.685464386,0.230526847,0.32814612
TOX,Glioma,High - Low,1.721586082,0.009254536,0.031605076
KIAA0513,Glioma,High - Low,-0.609258918,0.236145197,0.334688143
SUSD6,Glioma,High - Low,0.309619093,0.166681891,0.253793
JADE3,Glioma,High - Low,0.539991561,0.12687421,0.205208651
RASSF2,Glioma,High - Low,1.508149461,0.005351104,0.022004398
EIF4A3,Glioma,High - Low,0.947793879,0.015099465,0.043825603
TM9SF4,Glioma,High - Low,1.696193486,0.001865489,0.011532032
KIAA0232,Glioma,High - Low,0.324562991,0.17859661,0.268068946
RIMS3,Glioma,High - Low,-0.421917935,0.553962475,0.647014334
SNX17,Glioma,High - Low,0.767951293,0.000149726,0.003087947
KIAA0586,Glioma,High - Low,1.787810862,0.000272517,0.004099969
MTSS1,Glioma,High - Low,1.487824697,0.003592767,0.01703734
BMS1,Glioma,High - Low,0.757787881,0.003144218,0.015736714
PTDSS1,Glioma,High - Low,0.754111839,0.004853267,0.020564347
SERTAD2,Glioma,High - Low,0.154958916,0.60516273,0.691818355
CKAP5,Glioma,High - Low,1.315417203,0.020490582,0.053942683
MAML1,Glioma,High - Low,0.766233101,0.001297002,0.00937177
SNX19,Glioma,High - Low,0.976737496,0.000156732,0.003146788
PHYHIP,Glioma,High - Low,-0.773380576,0.239353025,0.338063555
TATDN2,Glioma,High - Low,1.044812528,0.000349952,0.004651695
IST1,Glioma,High - Low,0.713602818,0.003846894,0.017753746
DHCR24,Glioma,High - Low,-0.787713128,0.087943324,0.15565078
MRPL19,Glioma,High - Low,0.723077647,0.002004918,0.012085816
TOMM20,Glioma,High - Low,0.753294152,0.00055521,0.005840303
AGAP2,Glioma,High - Low,1.161386828,0.179589114,0.26915754
DELE1,Glioma,High - Low,1.443807545,0.007379176,0.027108741
EFCAB14,Glioma,High - Low,0.488985129,0.105213971,0.177727587
URB2,Glioma,High - Low,1.550624591,0.008788943,0.030564046
TSC22D2,Glioma,High - Low,0.708453251,0.02416269,0.060270927
ARHGEF11,Glioma,High - Low,0.926713354,0.007343161,0.027037121
ARHGEF17,Glioma,High - Low,1.542960171,0.016733055,0.04680134
DNAJC6,Glioma,High - Low,-0.21755169,0.781812628,0.838901224
TRIM14,Glioma,High - Low,1.98088196,0.003374432,0.016442662
ZNF623,Glioma,High - Low,0.689808821,0.026210173,0.063834328
JAKMIP2,Glioma,High - Low,1.727231953,0.006421174,0.024802999
ZBTB24,Glioma,High - Low,0.702660242,0.056153172,0.110434104
PLEKHM1,Glioma,High - Low,0.884456474,0.010685688,0.034716556
ELMO1,Glioma,High - Low,0.621392355,0.123048072,0.200371039
PCNX2,Glioma,High - Low,1.144434734,0.032666805,0.074817175
C2CD5,Glioma,High - Low,0.95733561,0.009112788,0.031315941
EPM2AIP1,Glioma,High - Low,0.413321655,0.017967436,0.04906103
RUSC2,Glioma,High - Low,0.691813897,0.196250841,0.288871531
C2CD2L,Glioma,High - Low,0.095304918,0.800881049,0.853903549
KIAA0319,Glioma,High - Low,-0.280509093,0.605592892,0.692189239
CEP350,Glioma,High - Low,1.617498395,0.000135373,0.002934234
PPP1R26,Glioma,High - Low,0.449635334,0.15543268,0.240628385
LRIG2,Glioma,High - Low,0.486343621,0.096776244,0.167096315
TRIL,Glioma,High - Low,0.217807281,0.632884837,0.71681325
PJA2,Glioma,High - Low,0.154969735,0.408889572,0.512207344
TOMM70,Glioma,High - Low,0.696918697,0.026762516,0.064728238
FCHSD2,Glioma,High - Low,0.733724605,0.018625669,0.050437619
URB1,Glioma,High - Low,0.950007181,0.001127042,0.008852046
CDC42BPA,Glioma,High - Low,0.523419958,0.142358642,0.224512371
ZC3H11A,Glioma,High - Low,0.955004587,1.54E-06,0.000367235
TOX4,Glioma,High - Low,0.876583305,9.90E-05,0.002512035
DDX46,Glioma,High - Low,0.860209418,9.39E-05,0.002451804
ZBTB39,Glioma,High - Low,0.411612731,0.171861569,0.259952527
TBC1D4,Glioma,High - Low,0.898965364,0.089294763,0.157438235
OSBPL2,Glioma,High - Low,0.544518176,0.015232239,0.044054716
ZBED4,Glioma,High - Low,0.866695972,0.167897111,0.255109304
FIG4,Glioma,High - Low,0.741587418,0.050284971,0.102137935
WASHC5,Glioma,High - Low,0.634805651,0.022907809,0.058116827
KLHL21,Glioma,High - Low,-0.363101521,0.415434964,0.518620326
SGSM2,Glioma,High - Low,0.368589694,0.032667713,0.074817175
AP5Z1,Glioma,High - Low,1.671305692,0.000334776,0.004534628
DENND4B,Glioma,High - Low,1.357322429,0.010414871,0.034099002
TMCC2,Glioma,High - Low,0.63794854,0.257850128,0.358580109
ARHGAP44,Glioma,High - Low,-1.265182292,0.031131669,0.072360543
SUPT7L,Glioma,High - Low,-0.905358972,0.069747361,0.130737608
ARNT2,Glioma,High - Low,0.643074784,0.061927969,0.119063568
FAM20B,Glioma,High - Low,0.774616961,0.002241687,0.012889947
KBTBD11,Glioma,High - Low,-0.074448399,0.882020003,0.913311509
RNF10,Glioma,High - Low,1.226723466,0.000190315,0.003404782
IQSEC1,Glioma,High - Low,0.132325431,0.585686658,0.674915984
ZBTB5,Glioma,High - Low,1.349378361,0.001320546,0.009442881
LPGAT1,Glioma,High - Low,0.29278881,0.356939106,0.461069822
MFN2,Glioma,High - Low,0.869850665,0.018669596,0.050483481
KIF14,Glioma,High - Low,0.253801214,0.460724013,0.561453788
JOSD1,Glioma,High - Low,1.110404691,0.055078015,0.108916547
HELZ,Glioma,High - Low,1.008744935,0.000537351,0.005727184
PUM3,Glioma,High - Low,1.488090494,0.010836487,0.034955079
CD302,Glioma,High - Low,0.680526189,0.128922549,0.207675066
DCLRE1A,Glioma,High - Low,0.505022752,0.177605456,0.267071119
N4BP2L2,Glioma,High - Low,0.67838104,0.003627633,0.017128237
PITRM1,Glioma,High - Low,0.994125336,0.004841854,0.020535921
FILIP1L,Glioma,High - Low,0.953940394,0.082564458,0.148663427
SCAF8,Glioma,High - Low,0.498578597,0.005142935,0.021336011
CEP162,Glioma,High - Low,0.812648125,0.063516922,0.121369974
ZNF652,Glioma,High - Low,1.700216399,0.00317162,0.015815575
ZFP30,Glioma,High - Low,1.394510026,0.010598294,0.034538836
COBLL1,Glioma,High - Low,0.545672523,0.352480599,0.456617045
RNF44,Glioma,High - Low,0.698878632,0.002173217,0.012702648
DLGAP4,Glioma,High - Low,1.039224665,6.31E-07,0.000228197
NAV3,Glioma,High - Low,-1.36816205,0.008260922,0.029240403
RAB11FIP2,Glioma,High - Low,0.8226474,0.017491012,0.048263397
GLS,Glioma,High - Low,-0.154967701,0.483382808,0.582452706
PPM1E,Glioma,High - Low,0.476590407,0.309176891,0.413193124
DOLK,Glioma,High - Low,1.555311201,2.24E-05,0.001281426
VASH1,Glioma,High - Low,0.857432396,0.002647114,0.01426921
ZNF507,Glioma,High - Low,0.476279809,0.144950373,0.227612765
AAK1,Glioma,High - Low,0.383596582,0.201205223,0.294690724
ADNP2,Glioma,High - Low,0.272286909,0.325544237,0.430192843
LMTK2,Glioma,High - Low,0.774974851,0.154321105,0.239342126
NTNG1,Glioma,High - Low,-0.478168583,0.409892761,0.513169433
CHSY1,Glioma,High - Low,0.429860274,0.340681908,0.444898088
ATG14,Glioma,High - Low,-0.199803244,0.272434898,0.374094401
R3HDM2,Glioma,High - Low,0.795647994,0.000175448,0.003291035
SLITRK3,Glioma,High - Low,0.106086827,0.842091186,0.883453517
CNKSR2,Glioma,High - Low,0.133947932,0.719649945,0.788681403
FASTKD2,Glioma,High - Low,1.03772977,0.01088852,0.03504508
ZNF510,Glioma,High - Low,1.554459429,0.004526245,0.019726134
PPP6R1,Glioma,High - Low,0.344561316,0.082600967,0.148679469
NLGN1,Glioma,High - Low,1.789571414,0.00037769,0.004813972
DZIP1,Glioma,High - Low,0.977865788,0.000653996,0.006385359
PLEKHA6,Glioma,High - Low,0.398914617,0.441827188,0.543995051
ENPP4,Glioma,High - Low,0.034009299,0.939676727,0.957148544
MLXIP,Glioma,High - Low,1.431789513,0.015427791,0.044406974
TRAPPC8,Glioma,High - Low,0.530187367,0.070371602,0.131568669
MORC2,Glioma,High - Low,1.295829878,0.000137454,0.002937361
ZHX2,Glioma,High - Low,1.070165564,0.01140946,0.03611162
ABLIM3,Glioma,High - Low,-0.341814152,0.604164848,0.691111405
SPAST,Glioma,High - Low,0.836471723,0.012935018,0.039330195
FOXJ3,Glioma,High - Low,0.554809984,0.056607644,0.111152353
UBOX5,Glioma,High - Low,1.152965395,0.010906053,0.035090525
KHDC4,Glioma,High - Low,0.544058685,0.005777018,0.023180661
ZNF365,Glioma,High - Low,-0.446913733,0.254344868,0.35483616
BAHD1,Glioma,High - Low,1.469723719,0.009898658,0.033019176
CEP164,Glioma,High - Low,1.118713827,0.00335032,0.016392281
BTBD3,Glioma,High - Low,1.150067939,0.039034277,0.084811781
SBNO2,Glioma,High - Low,1.66562439,0.000122765,0.002822948
